Mes,TemperaturaPromedio (°C),Precipitación (mm),IncidenciaPlaga
2023-10,22.57,81.6,6
2020-11,15.04,89.0,0
2023-06,27.7,154.8,12
2023-01,21.17,25.0,5
2024-04,23.43,65.8,3
2025-12,15.89,78.2,0
2019-01,20.0,20.4,1
2025-12,18.97,28.2,1
2019-10,23.09,62.5,4
2022-09,23.64,112.8,3
2021-05,27.61,80.5,12
2023-06,25.36,168.2,4
2024-01,17.92,12.1,1
2025-01,16.65,63.6,0
2021-10,21.83,83.4,4
2025-07,22.65,160.1,4
2021-04,23.26,64.2,5
2020-06,26.81,172.2,9
2021-08,26.04,188.1,3
2022-09,25.18,147.3,5
2023-09,24.25,125.9,6
2024-10,22.54,82.6,6
2020-07,26.99,225.6,11
2021-02,14.56,15.1,0
2025-07,26.5,192.4,7
2022-01,16.67,56.6,3
2020-09,26.87,106.2,9
2025-11,22.6,52.7,2
2022-02,18.68,25.5,0
2025-11,21.8,57.0,4
2025-06,30.64,136.1,11
2025-05,24.5,74.8,6
2023-01,18.24,47.7,1
2024-08,28.13,156.1,10
2025-09,25.27,146.2,5
2020-11,17.11,26.6,0
2019-04,21.75,57.7,5
2021-03,22.36,18.8,4
2023-06,28.82,129.0,7
2022-10,23.5,91.1,8
2019-07,24.85,154.6,4
2022-12,18.72,33.9,0
2020-03,23.8,56.8,3
2022-07,25.91,187.3,6
2023-01,14.97,0.4,0
2023-06,25.72,144.8,3
2021-11,20.75,18.8,1
2021-11,20.92,43.5,3
2023-10,25.14,123.8,6
2024-03,22.98,2.6,7
2024-08,20.99,178.0,10
2021-05,27.66,50.7,3
2021-12,16.38,55.8,1
2021-04,22.0,46.5,6
2022-09,24.1,132.4,6
2019-11,21.38,70.4,3
2022-01,18.29,32.9,1
2020-04,26.72,40.3,8
2022-09,25.88,128.7,5
2024-12,18.19,37.8,0
2025-11,19.65,0.0,1
2022-02,17.56,0.0,2
2019-05,24.26,72.0,3
2020-08,26.69,121.1,8
2019-09,22.3,121.5,7
2024-04,23.5,21.2,5
2025-11,20.61,29.9,3
2022-11,20.04,44.1,3
2020-03,20.88,9.0,1
2019-02,16.74,0.0,0
2025-10,22.81,85.4,3
2021-03,20.12,2.3,2
2019-10,23.54,58.9,10
2020-03,18.91,14.3,1
2020-10,22.94,81.8,5
2023-08,28.25,174.6,10
2025-03,18.77,0.0,2
2020-12,16.48,39.8,0
2023-10,25.37,104.3,8
2019-06,25.06,125.3,4
2019-01,16.92,34.8,0
2019-05,28.37,53.9,6
2025-06,29.54,182.7,9
2023-01,19.13,21.5,3
2024-08,26.52,147.0,10
2019-02,17.03,28.3,0
2019-02,21.11,0.7,3
2024-12,18.93,17.5,0
2019-09,25.29,142.8,8
2020-02,18.66,22.4,1
2022-08,26.68,200.0,12
2023-03,21.93,1.3,5
2020-08,26.45,188.3,8
2022-02,18.81,23.0,1
2023-09,25.9,122.8,4
2022-02,16.15,32.8,0
2021-09,24.07,101.4,6
2019-07,25.96,185.5,9
2022-02,18.53,12.7,0
2024-08,27.4,147.2,7
2023-05,25.91,35.7,9
2025-04,26.05,40.2,1
2019-11,28.18,73.3,8
2019-01,18.62,49.2,1
2022-11,19.49,80.7,3
2020-04,24.2,24.7,6
2023-02,15.86,49.5,0
2025-04,21.45,51.3,1
2021-05,25.61,46.5,2
2022-11,20.84,45.2,3
2023-10,21.37,90.0,5
2020-01,14.65,7.8,0
2025-04,25.89,0.7,4
2020-06,26.65,148.1,11
2024-08,22.35,162.7,8
2023-08,26.75,166.9,10
2019-12,19.44,33.6,0
2024-01,19.1,58.3,0
2020-05,25.54,52.1,4
2023-03,25.75,23.9,3
2025-09,22.23,134.1,0
2025-09,27.25,127.7,10
2025-02,20.85,7.7,1
2022-06,28.29,162.0,12
2022-12,20.24,35.6,4
2021-02,19.62,71.8,3
2025-06,29.17,165.5,10
2022-05,30.28,47.6,11
2024-05,25.67,46.8,9
2021-07,27.53,158.3,8
2024-03,21.21,31.1,1
2020-07,27.79,172.9,9
2024-02,17.08,0.0,0
2019-04,22.96,35.9,2
2019-09,27.58,165.7,12
2021-06,23.15,148.5,5
2022-05,26.02,82.8,3
2023-12,19.91,46.3,2
2021-07,25.45,191.5,13
2019-02,21.55,0.0,0
2021-04,24.52,58.5,4
2022-01,15.17,41.7,0
2022-10,23.24,49.9,1
2023-07,26.38,190.9,8
2020-09,22.02,142.6,1
2023-04,26.21,39.1,6
2023-06,26.0,164.6,12
2024-06,29.14,128.4,8
2022-08,24.44,192.4,10
2024-09,26.5,120.0,10
2020-07,27.13,191.4,8
2023-12,19.67,41.8,2
2019-04,21.13,57.0,1
2019-09,23.21,134.8,11
2025-01,19.63,18.7,0
2022-04,28.32,43.2,11
2023-05,27.82,85.3,5
2023-03,15.66,24.7,0
2023-11,18.76,32.1,1
2020-09,24.84,105.5,11
2020-03,23.55,22.3,4
2019-04,28.12,13.4,7
2025-01,18.59,0.0,1
2020-07,28.84,194.6,6
2023-01,17.99,4.3,0
2022-03,23.84,38.8,4
2020-02,18.46,65.4,2
2021-11,19.97,38.9,1
2019-07,26.31,230.4,11
2020-03,18.65,39.6,1
2019-12,18.92,6.6,2
2024-10,23.55,55.0,5
2022-12,17.49,66.0,1
2025-06,27.48,177.4,7
2022-01,17.87,20.8,3
2020-05,25.13,47.9,5
2023-04,26.7,54.5,5
2025-07,25.91,158.0,5
2022-09,25.69,165.1,4
2019-02,20.42,20.6,3
2021-02,17.43,22.1,0
2025-06,28.42,163.2,16
2022-08,28.18,172.8,8
2025-08,24.47,131.6,5
2022-07,28.34,176.4,5
2019-02,19.04,1.0,1
2025-02,19.82,42.6,0
2024-05,25.87,31.8,4
2024-01,20.39,5.1,1
2025-10,21.77,70.3,6
2020-05,27.42,33.6,2
2025-05,25.8,28.3,5
2020-08,27.9,182.0,8
2025-10,21.02,78.0,3
2020-05,24.3,48.4,6
2022-11,17.8,8.2,0
2024-07,25.18,147.1,9
2019-07,26.63,173.5,7
2019-06,26.32,124.3,8
2024-12,23.35,46.0,6
2019-06,27.39,117.4,7
2023-04,22.65,6.4,3
2025-07,29.15,159.4,5
2023-04,22.11,45.1,5
2022-05,28.09,69.4,6
2021-12,15.4,40.8,0
2023-06,26.07,105.2,5
2023-01,15.81,31.5,0
2022-07,28.36,182.8,8
2020-01,20.04,65.1,3
2023-08,24.86,204.1,6
2024-03,23.39,0.0,1
2023-12,18.98,40.3,4
2019-07,26.54,148.3,7
2023-12,18.51,34.0,2
2024-02,18.09,48.7,1
2020-04,23.5,10.6,0
2024-12,18.12,57.5,1
2022-09,24.41,157.1,7
2022-04,19.42,44.4,2
2024-01,18.42,57.5,4
2022-07,29.62,174.0,16
2022-10,21.04,62.7,1
2021-03,23.17,3.0,5
2025-06,27.51,153.5,11
2025-10,21.18,84.2,0
2019-11,20.51,29.8,2
2024-02,21.45,41.9,3
2019-02,15.72,12.7,0
2021-07,28.59,177.6,10
2025-10,26.57,71.2,8
2020-03,21.03,14.2,1
2021-08,25.4,188.3,9
2020-07,26.62,180.9,9
2024-02,20.77,25.0,5
2022-03,20.9,42.6,2
2023-02,19.58,35.8,3
2025-08,26.2,151.7,7
2022-08,24.98,173.7,4
2024-02,19.36,31.8,3
2019-09,21.39,132.6,6
2020-07,31.16,174.2,9
2025-08,25.23,140.5,9
2025-01,15.99,63.6,0
2023-08,27.66,132.9,11
2021-08,26.6,150.3,9
2020-05,23.92,90.2,10
2024-12,21.62,37.0,3
2024-06,27.49,130.2,5
2020-09,23.04,170.4,11
2023-02,17.35,42.8,1
2023-04,24.68,72.3,6
2022-05,28.17,56.9,5
2025-06,28.71,152.7,10
2019-11,19.63,38.6,2
2020-10,22.6,94.9,3
2019-08,26.31,180.8,10
2023-11,19.23,4.4,1
2023-07,29.3,153.4,13
2025-11,17.44,75.2,0
2022-10,22.79,82.5,4
2020-01,21.36,32.6,5
2022-02,19.37,54.7,1
2019-08,27.6,164.7,4
2023-09,22.72,157.7,9
2023-09,21.34,143.1,2
2025-01,19.93,46.4,4
2021-05,27.85,72.6,9
2021-03,23.99,14.8,3
2019-06,28.59,155.4,18
2021-11,20.91,32.6,0
2022-04,22.89,26.3,5
2024-04,21.29,41.6,1
2024-04,22.42,50.1,3
2019-12,17.01,39.0,0
2020-12,15.71,47.5,0
2022-07,28.71,198.8,11
2021-05,24.61,71.8,5
2019-03,19.65,0.0,4
2024-12,21.21,67.0,6
2024-02,22.08,34.1,7
2022-08,27.91,175.9,11
2021-03,21.33,6.1,2
2024-11,19.08,54.5,2
2019-03,20.93,20.5,3
2022-02,20.88,26.9,2
2024-08,28.63,164.8,10
2025-09,27.88,112.7,8
2020-10,21.92,41.7,3
2023-07,25.96,195.4,11
2020-04,22.64,48.2,4
2019-10,21.48,83.1,3
2021-06,28.37,164.0,12
2025-03,21.52,12.6,3
2023-10,22.43,114.5,4
2022-06,28.44,191.7,10
2020-12,17.12,14.8,0
2019-12,21.34,54.7,5
2020-11,16.59,50.8,0
2020-01,19.95,2.7,1
2020-04,25.24,59.3,7
2023-10,24.09,112.3,4
2019-12,18.67,51.9,2
2019-04,24.07,62.8,5
2022-10,24.58,88.7,5
2021-01,17.7,34.9,1
2022-03,25.33,24.5,3
2019-12,19.42,79.9,7
2020-06,28.37,166.1,6
2022-02,19.63,16.5,1
2023-10,20.85,65.1,0
2021-11,17.96,21.3,0
2022-10,19.27,72.0,1
2022-08,23.56,176.4,5
2020-11,20.02,35.0,2
2020-12,18.73,10.0,1
2021-12,16.93,62.3,1
2019-03,21.55,53.6,5
2023-10,26.33,73.9,8
2023-04,23.79,53.1,5
2021-02,18.06,39.4,1
2021-08,25.07,146.2,15
2021-04,20.57,19.1,4
2023-07,25.16,159.9,6
2024-04,25.87,6.0,4
2019-10,22.95,97.0,8
2021-11,19.33,41.9,2
2019-02,21.61,21.5,3
2022-02,20.97,16.2,2
2020-09,23.68,140.0,7
2021-05,26.06,43.4,7
2022-03,20.19,20.3,1
2021-04,26.11,51.4,6
2021-10,23.79,80.6,2
2024-05,23.88,51.9,4
2024-09,24.32,150.5,5
2019-01,18.82,0.0,0
2021-08,25.32,157.8,7
2024-12,17.59,32.2,0
2022-09,23.62,137.7,9
2020-06,28.89,126.5,12
2023-02,19.63,46.2,4
2020-01,18.77,15.4,0
2019-02,20.14,31.4,2
2023-06,30.18,154.4,11
2022-08,28.95,158.7,9
2024-04,25.09,73.1,3
2021-05,25.33,62.8,3
2024-12,22.04,24.2,2
2021-12,20.6,19.5,0
2024-02,23.22,47.0,3
2019-09,27.8,167.0,17
2019-09,26.34,155.4,7
2024-06,26.81,158.2,11
2024-11,21.7,78.9,6
2025-08,23.75,157.7,10
2021-04,24.75,62.9,11
2019-02,20.36,56.0,3
2025-11,22.59,38.2,6
2023-03,24.35,37.2,1
2020-09,24.25,105.8,7
2024-05,26.44,54.1,7
2025-04,22.2,51.4,4
2020-12,19.52,11.4,0
2024-05,25.67,44.2,5
2024-07,25.07,189.0,6
2022-07,25.4,203.6,9
2023-06,24.41,133.9,15
2020-11,21.27,56.3,3
2025-07,26.64,180.5,12
2025-11,19.05,51.7,2
2025-11,23.74,54.5,5
2024-02,15.74,33.4,0
2019-04,22.05,45.6,0
2021-07,27.06,182.7,9
2022-02,18.94,66.6,1
2025-09,27.02,135.9,6
2022-10,25.12,73.2,3
2022-10,25.75,75.0,9
2020-01,17.54,19.9,1
2024-07,25.08,209.1,6
2021-05,21.87,103.2,6
2019-08,25.67,178.8,16
2025-11,23.11,44.4,3
2020-04,23.1,54.1,4
2019-02,18.41,25.8,1
2019-07,26.55,187.5,14
2022-03,21.38,0.0,0
2019-09,25.94,159.7,14
2024-11,22.69,76.1,3
2022-08,27.41,175.8,11
2021-04,24.23,41.9,6
2019-01,18.97,22.1,0
2022-05,26.91,32.0,7
2020-01,18.97,65.7,1
2025-11,20.4,76.6,3
2021-01,19.66,30.7,1
2022-04,24.11,21.6,0
2019-02,17.13,31.7,2
2019-11,20.29,67.0,7
2020-06,27.35,190.9,10
2019-05,25.16,84.8,3
2024-01,19.02,43.5,3
2025-08,29.68,183.1,8
2025-11,21.34,31.2,1
2020-11,20.11,59.4,3
2024-07,28.3,162.3,8
2022-07,28.21,192.6,8
2019-04,23.52,64.4,1
2019-08,28.17,139.0,2
2022-11,20.93,13.4,4
2021-12,16.71,65.0,0
2019-01,17.69,52.8,0
2025-07,28.08,174.6,6
2024-02,20.24,32.9,3
2022-07,27.83,207.7,9
2025-11,15.31,56.6,0
2025-10,21.14,66.6,5
2025-10,21.92,69.0,3
2020-10,22.29,100.5,4
2025-02,19.75,49.3,4
2022-07,25.52,171.6,10
2024-01,19.02,33.1,2
2025-01,21.66,22.8,1
2020-02,20.3,13.5,1
2022-02,20.06,0.0,0
2019-11,19.83,48.0,0
2020-12,19.54,51.4,1
2021-11,19.24,24.1,1
2024-12,17.32,49.3,2
2025-01,18.58,4.7,0
2021-09,25.76,146.2,10
2021-04,24.98,47.9,11
2022-09,23.52,120.2,6
2025-05,27.47,67.3,8
2025-11,20.31,12.4,1
2020-08,28.88,124.5,5
2020-04,25.02,9.7,7
2023-12,18.97,56.6,5
2021-02,17.85,54.9,1
2020-05,26.45,9.0,8
2019-03,19.16,63.6,1
2021-10,24.0,82.8,4
2021-09,24.64,136.0,7
2022-12,17.85,35.5,2
2020-05,23.82,64.1,8
2024-01,18.36,60.4,3
2023-10,21.68,50.6,4
2022-03,20.86,42.6,1
2020-04,24.17,56.7,2
2022-07,27.53,190.7,14
2023-09,22.08,146.6,5
2021-08,29.27,167.0,15
2020-11,19.92,26.0,0
2022-07,27.85,142.7,10
2021-06,29.17,193.9,15
2021-10,23.11,94.1,4
2021-06,26.63,152.1,9
2021-02,16.19,20.4,0
2024-01,18.89,23.4,0
2022-03,21.56,27.4,4
2022-04,22.36,35.3,4
2023-07,28.17,205.2,15
2021-07,27.36,148.0,10
2019-09,25.62,134.4,8
2024-12,15.4,43.9,0
2019-05,25.51,98.2,5
2023-01,17.56,3.2,0
2020-11,21.15,35.9,0
2020-06,23.97,154.5,8
2019-04,23.47,58.6,1
2025-04,22.7,28.6,1
2022-01,14.93,29.6,0
2021-05,25.16,45.6,5
2024-03,20.67,36.4,6
2019-04,24.91,10.8,5
2022-12,21.74,71.0,5
2022-06,26.28,142.7,4
2022-11,20.2,72.4,1
2019-11,18.57,39.9,1
2025-09,28.26,114.6,6
2020-09,26.85,110.3,6
2023-09,22.93,156.2,5
2024-03,21.47,0.0,2
2021-05,26.29,53.0,3
2019-11,17.62,41.0,2
2021-01,17.21,41.2,0
2024-08,24.68,141.7,15
2025-05,24.59,48.3,10
2025-07,32.21,184.3,19
2020-08,27.4,170.1,19
2023-03,24.85,18.8,5
2020-01,18.24,0.0,0
2023-12,19.62,26.2,0
2021-11,18.74,17.7,4
2023-12,19.89,58.2,0
2023-10,19.75,86.6,2
2025-12,19.2,44.7,2
2022-06,29.42,142.5,6
2021-05,26.23,64.3,8
2022-09,21.21,143.7,4
2020-02,18.93,4.6,1
2019-10,22.78,77.5,7
2022-08,27.89,179.5,15
2024-10,22.44,57.6,2
2022-09,23.34,142.1,7
2024-06,29.58,136.8,9
2020-03,20.15,72.8,2
2022-02,19.55,38.9,1
2023-04,26.89,26.0,4
2021-06,23.58,139.7,6
2019-02,18.14,24.5,0
2019-07,27.42,192.7,9
2025-06,24.46,162.2,6
2023-03,21.99,7.4,8
2020-11,18.78,63.6,1
2020-10,22.93,102.0,0
2019-04,24.21,33.6,3
2025-08,29.47,147.0,12
2019-10,23.3,88.9,11
2024-04,24.77,34.9,8
2020-09,24.4,147.3,14
2021-05,25.3,61.1,6
2020-12,18.65,12.9,3
2024-10,26.0,72.1,8
2019-03,22.24,34.7,6
2021-06,30.43,141.1,12
2020-12,14.83,44.5,1
2020-11,20.04,47.9,4
2020-05,27.41,66.7,5
2025-05,26.28,51.0,9
2021-08,25.45,156.4,8
2021-12,18.66,27.1,0
2021-09,27.2,106.1,11
2025-11,20.7,31.1,4
2021-05,27.99,36.9,7
2021-05,27.54,56.3,5
2021-04,23.42,0.0,1
2021-04,24.96,30.8,6
2019-08,24.41,198.9,4
2023-03,20.2,3.3,0
2019-03,20.5,48.7,6
2020-07,25.87,163.4,11
2020-05,27.15,53.9,2
2021-01,18.04,33.7,2
2024-04,25.91,41.4,5
2023-03,25.94,22.6,2
2025-12,17.22,19.8,0
2021-06,27.04,152.8,6
2025-06,26.7,129.0,9
2019-04,22.65,9.2,2
2022-07,26.03,145.7,9
2024-08,25.02,172.6,5
2022-09,24.18,147.5,2
2025-07,25.83,177.3,16
2021-03,23.6,23.8,4
2019-03,19.69,2.9,2
2024-06,27.2,148.8,11
2019-06,31.46,180.4,13
2024-05,27.64,33.9,5
2024-02,16.63,0.0,0
2024-11,20.01,60.9,2
2022-05,27.38,81.1,10
2025-04,21.73,54.0,1
2020-03,19.7,10.2,1
2022-01,18.74,44.5,1
2019-11,21.68,20.3,3
2024-05,27.67,49.0,7
2023-12,18.78,32.3,2
2024-08,30.99,121.2,9
2024-05,26.57,61.2,7
2021-02,20.84,58.5,2
2019-06,30.43,119.3,5
2025-07,32.74,168.9,15
2022-06,25.77,133.2,8
2019-08,28.63,166.6,14
2025-06,24.67,149.6,4
2025-12,17.34,21.3,1
2022-02,16.8,16.1,0
2024-05,23.52,14.8,1
2019-04,26.33,45.6,14
2019-08,23.72,178.1,9
2020-12,19.31,44.0,1
2023-08,26.7,151.0,10
2019-12,11.95,64.1,0
2019-03,19.08,40.2,3
2023-09,26.13,128.7,6
2024-05,26.81,80.3,9
2024-03,22.27,21.4,3
2024-08,29.31,141.9,5
2024-08,31.15,151.7,14
2023-03,16.97,9.3,1
2022-08,26.51,141.1,9
2024-12,16.84,29.6,1
2021-06,24.56,126.7,12
2019-09,25.68,117.7,6
2024-04,22.53,31.6,3
2020-12,17.27,53.0,0
2025-11,20.23,62.4,1
2021-11,16.86,69.8,4
2024-12,15.03,9.4,1
2019-04,23.19,9.3,3
2023-08,28.14,163.1,8
2022-02,19.74,31.1,3
2022-03,24.63,17.8,5
2020-11,22.34,51.4,3
2025-10,24.46,102.5,6
2021-09,26.27,134.4,13
2024-12,17.55,4.7,3
2021-12,21.53,29.9,2
2019-05,25.85,57.7,4
2025-02,15.43,43.8,1
2020-04,24.27,40.3,2
2020-11,18.2,49.8,2
2025-01,19.61,23.5,1
2025-04,27.47,80.1,9
2025-06,31.56,159.5,8
2021-12,17.22,36.2,0
2024-04,19.18,30.8,1
2021-04,26.24,58.8,7
2024-03,23.72,18.2,1
2022-07,25.78,198.3,7
2019-05,24.96,64.1,6
2021-12,21.25,56.9,4
2022-04,23.66,51.2,5
2020-10,26.04,64.9,9
2021-08,28.78,185.3,9
2022-07,25.6,166.8,7
2019-05,27.01,56.7,7
2020-01,16.2,31.8,0
2024-05,26.18,51.0,9
2021-06,28.52,163.9,6
2023-04,20.26,40.5,3
2022-12,19.54,50.7,5
2022-11,23.78,25.7,3
2021-11,19.21,71.6,2
2022-05,26.98,65.4,6
2024-10,22.96,102.3,6
2025-10,23.86,95.8,5
2020-10,21.44,78.7,7
2023-09,26.5,184.6,2
2025-10,20.67,87.9,3
2019-01,19.92,49.6,2
2024-06,28.18,171.7,6
2022-06,24.47,153.3,9
2025-10,22.8,95.7,7
2023-01,18.52,65.1,3
2024-11,18.67,25.9,2
2020-02,20.21,0.5,2
2019-12,19.21,42.0,1
2025-06,29.14,165.3,15
2022-09,23.51,138.6,7
2022-11,13.82,73.1,0
2020-03,22.93,17.7,3
2020-08,27.31,162.1,11
2024-09,24.46,87.0,7
2021-02,19.64,33.6,0
2023-02,16.63,32.8,1
2021-03,19.94,21.0,3
2020-11,22.35,14.6,1
2020-02,23.95,11.2,9
2025-07,30.35,207.1,18
2025-07,26.19,195.2,9
2019-10,22.3,65.4,4
2021-06,27.81,129.6,15
2022-12,14.99,0.0,0
2021-09,25.71,143.7,5
2024-01,16.96,40.8,0
2020-10,23.86,73.3,6
2019-05,24.9,71.4,8
2021-05,23.84,70.1,3
2023-03,25.19,17.8,5
2020-04,24.83,27.6,5
2024-09,25.02,150.8,5
2019-02,17.77,32.5,1
2019-06,27.45,156.5,9
2022-07,29.8,195.7,8
2022-08,28.84,131.8,7
2021-01,17.56,32.9,0
2020-10,25.89,99.4,8
2019-06,29.4,142.2,10
2023-08,26.34,129.9,4
2021-08,22.77,171.7,7
2019-10,26.21,51.5,6
2021-10,23.03,78.2,2
2025-07,27.32,179.8,13
2020-10,23.14,97.6,3
2025-04,23.4,67.9,4
2020-10,18.29,92.9,5
2020-04,21.3,0.0,3
2020-10,23.67,33.9,6
2021-04,24.1,29.6,6
2019-11,24.81,49.4,5
2023-02,17.8,8.5,0
2021-05,26.07,77.8,13
2024-01,18.1,11.3,2
2022-06,31.0,152.4,4
2022-02,18.38,12.1,2
2022-04,24.26,46.8,1
2020-02,18.0,0.0,0
2023-12,16.39,66.7,2
2019-09,25.05,170.3,4
2024-01,15.19,18.0,0
2025-12,17.64,55.1,2
2024-05,26.93,15.7,8
2022-03,20.38,18.0,2
2021-03,22.64,56.7,3
2025-02,23.7,80.6,5
2020-10,20.09,86.2,5
2022-05,28.11,69.1,6
2024-05,23.96,73.5,8
2025-06,29.14,148.8,14
2025-06,27.39,155.3,9
2019-08,29.84,198.8,9
2025-04,24.77,11.4,6
2019-10,20.28,51.3,5
2023-02,18.38,26.3,1
2025-07,26.59,181.1,9
2023-08,28.77,170.8,18
2025-08,26.02,172.1,8
2021-05,24.75,78.2,7
2021-03,20.73,21.7,1
2021-04,25.36,19.8,5
2021-06,27.6,160.8,11
2023-10,22.34,65.5,2
2022-03,23.97,30.9,7
2024-02,17.22,67.5,0
2021-11,19.93,45.3,2
2021-02,17.87,0.0,1
2020-04,23.65,12.7,7
2022-11,22.12,52.8,5
2025-04,26.31,24.9,4
2025-01,19.37,25.6,1
2020-10,18.66,84.7,1
2022-05,25.31,72.0,5
2023-12,20.57,67.1,5
2023-04,25.0,48.1,5
2019-06,27.99,147.5,11
2023-02,18.17,0.0,0
2019-04,21.06,26.2,8
2019-10,21.39,88.4,4
2023-07,23.43,154.9,4
2019-09,24.53,131.4,11
2021-05,21.86,17.6,3
2023-02,17.22,47.3,0
2023-08,23.12,152.4,6
2022-02,19.08,0.0,0
2019-08,28.76,161.0,13
2024-08,25.67,177.2,1
2025-08,24.22,157.6,6
2025-03,17.88,38.5,0
2024-03,19.27,0.0,1
2021-10,21.48,67.0,5
2025-02,18.65,22.8,0
2022-06,28.55,114.7,6
2019-12,20.96,48.6,3
2024-12,17.22,13.5,1
2021-03,22.09,27.5,5
2025-07,25.22,148.8,6
2021-07,26.89,215.4,10
2025-02,20.72,30.2,2
2022-10,21.78,71.3,6
2022-04,24.39,40.3,2
2021-01,16.53,41.8,1
2024-11,24.41,4.5,4
2019-06,27.99,150.1,8
2022-04,22.8,27.4,5
2021-07,26.35,178.9,4
2022-10,23.42,117.6,3
2020-10,22.14,56.7,1
2023-08,26.42,127.9,9
2021-09,23.45,148.6,10
2020-04,23.93,28.8,6
2020-05,25.8,8.8,3
2023-11,22.61,35.6,4
2020-10,21.78,119.3,7
2021-02,20.49,7.0,2
2023-05,29.82,52.9,13
2021-04,24.48,70.8,3
2021-09,24.39,117.5,12
2020-09,25.84,140.8,9
2021-06,27.43,168.7,8
2023-11,19.33,44.8,1
2022-09,26.58,140.9,6
2025-12,18.47,40.3,0
2024-05,26.76,75.9,5
2019-02,20.33,30.2,4
2021-08,28.84,164.4,11
2021-01,17.14,75.8,4
2023-02,19.79,0.0,1
2020-11,23.89,65.8,4
2025-10,21.36,96.3,4
2021-02,18.9,30.8,2
2022-08,24.36,136.9,5
2019-11,21.53,43.9,1
2025-05,27.28,56.4,5
2025-05,25.75,33.0,8
2024-07,26.36,214.8,6
2021-06,27.74,114.5,13
2019-05,27.13,29.3,3
2023-12,19.38,27.7,2
2022-01,16.04,29.4,0
2025-12,17.42,39.5,0
2023-11,19.27,31.4,1
2022-10,21.39,93.6,3
2025-11,19.2,43.2,3
2024-08,28.61,138.5,8
2022-03,21.57,0.0,1
2019-02,19.76,13.3,2
2019-08,31.9,146.0,9
2022-02,20.2,15.1,1
2022-12,17.64,46.8,1
2019-03,21.86,0.0,3
2019-11,21.3,89.7,2
2023-12,18.31,32.0,2
2024-04,22.78,25.6,2
2019-03,18.0,53.2,0
2022-07,25.19,219.8,10
2019-07,27.69,209.8,9
2024-01,21.84,58.7,1
2024-11,18.91,44.3,2
2025-02,17.36,29.7,4
2023-03,23.22,44.3,6
2023-05,27.4,60.0,8
2025-06,24.08,137.9,7
2023-04,21.5,0.0,4
2022-02,17.29,45.2,1
2024-04,28.29,35.1,11
2023-02,21.43,57.2,1
2024-11,19.71,19.8,0
2022-09,27.86,116.9,5
2025-02,18.69,41.9,0
2019-04,21.99,47.0,2
2019-04,24.19,54.2,5
2019-09,27.52,151.2,8
2022-11,19.02,41.8,0
2023-12,15.49,69.2,0
2020-07,24.76,197.1,9
2020-02,17.09,48.7,0
2025-01,16.47,22.4,0
2024-04,20.92,53.2,4
2023-07,26.33,175.9,9
2022-06,23.42,163.0,4
2021-12,23.06,53.7,8
2019-02,19.28,37.3,2
2020-04,24.27,48.1,5
2025-04,24.9,18.7,1
2021-05,25.03,98.3,7
2023-12,19.71,60.5,4
2023-12,21.62,34.8,0
2021-02,18.41,51.0,2
2020-06,26.08,160.4,6
2023-11,19.46,58.9,0
2019-08,25.45,163.4,3
2022-06,27.87,160.2,6
2025-03,16.61,36.5,0
2023-12,16.27,34.0,0
2024-05,26.37,73.6,9
2019-07,27.18,206.7,15
2020-05,27.22,78.7,4
2020-12,21.45,58.6,4
2021-01,16.2,4.8,0
2020-05,21.55,34.0,1
2025-10,24.21,51.1,6
2020-02,18.05,34.0,0
2023-12,17.71,0.0,0
2023-02,19.25,0.0,1
2023-04,23.5,34.0,8
2020-07,26.8,164.1,12
2021-02,22.8,0.0,4
2023-03,19.56,37.4,1
2021-02,20.27,61.5,6
2023-11,15.24,77.9,0
2019-04,21.96,58.7,4
2019-07,27.24,191.7,11
2024-02,18.91,23.0,1
2023-04,19.65,52.7,3
2019-04,22.43,39.0,3
2025-04,22.55,1.2,2
2019-01,16.74,39.7,0
2025-09,22.69,100.5,1
2024-02,15.26,37.5,0
2025-12,20.28,63.4,3
2025-08,26.67,148.4,5
2021-03,18.59,0.0,0
2024-04,24.95,39.2,4
2020-06,27.98,126.3,7
2022-04,24.76,49.1,5
2020-09,21.44,151.3,3
2022-05,26.88,64.2,5
2025-02,21.33,45.5,1
2022-01,20.08,40.3,4
2019-08,24.72,195.2,11
2021-04,25.94,40.5,5
2024-07,28.8,175.7,14
2022-08,25.37,157.0,4
2022-12,20.5,71.8,2
2022-01,19.55,18.1,3
2021-01,17.9,34.1,0
2023-03,23.99,8.5,0
2023-06,28.99,166.8,7
2025-04,22.96,16.1,0
2023-04,25.58,39.7,5
2025-12,18.58,23.9,0
2024-10,26.48,85.6,6
2019-07,31.73,171.2,11
2021-09,24.84,138.3,4
2021-09,24.27,129.7,6
2019-01,16.88,1.0,0
2020-04,26.27,61.0,9
2024-05,28.7,57.7,6
2021-06,28.19,170.3,11
2020-01,20.7,50.8,3
2021-01,18.43,0.0,0
2020-12,15.8,20.3,1
2020-03,21.35,23.4,1
2019-09,27.68,119.9,7
2024-05,26.26,29.9,5
2024-10,23.64,61.4,6
2022-06,27.94,144.9,8
2023-04,23.51,34.4,5
2025-06,25.03,131.8,4
2024-11,21.73,19.1,7
2019-03,20.26,11.2,1
2025-09,26.86,168.0,9
2019-06,28.83,176.9,6
2019-03,18.11,34.6,0
2021-10,20.19,83.3,4
2024-03,19.8,35.8,1
2019-07,29.22,190.2,15
